"ISO3","Area","UN Region","EBRD Region","Element","FBS Class","Unit","Type","Year","value"
NA,"World",NA,NA,"Export quantity","Beverages and other","t","Balance",2010,89233000
NA,"World",NA,NA,"Export quantity","Beverages and other","t","Balance",2011,95953000
NA,"World",NA,NA,"Export quantity","Beverages and other","t","Balance",2012,101013000
NA,"World",NA,NA,"Export quantity","Beverages and other","t","Balance",2013,104088000
NA,"World",NA,NA,"Export quantity","Beverages and other","t","Balance",2014,106820000
NA,"World",NA,NA,"Export quantity","Beverages and other","t","Balance",2015,109930000
NA,"World",NA,NA,"Export quantity","Beverages and other","t","Balance",2016,114980000
NA,"World",NA,NA,"Export quantity","Beverages and other","t","Balance",2017,119497000
NA,"World",NA,NA,"Export quantity","Beverages and other","t","Balance",2018,123705000
NA,"World",NA,NA,"Export quantity","Beverages and other","t","Balance",2019,132241000
NA,"World",NA,NA,"Export quantity","Beverages and other","t","Balance",2020,134131000
NA,"World",NA,NA,"Export quantity","Beverages and other","t","Balance",2021,141004000
NA,"World",NA,NA,"Export quantity","Beverages and other","t","Balance",2022,141276000
NA,"World",NA,NA,"Export quantity","Cereals","t","Balance",2010,403982000
NA,"World",NA,NA,"Export quantity","Cereals","t","Balance",2011,416841000
NA,"World",NA,NA,"Export quantity","Cereals","t","Balance",2012,454641000
NA,"World",NA,NA,"Export quantity","Cereals","t","Balance",2013,460292000
NA,"World",NA,NA,"Export quantity","Cereals","t","Balance",2014,502628000
NA,"World",NA,NA,"Export quantity","Cereals","t","Balance",2015,515260000
NA,"World",NA,NA,"Export quantity","Cereals","t","Balance",2016,532271000
NA,"World",NA,NA,"Export quantity","Cereals","t","Balance",2017,564567000
NA,"World",NA,NA,"Export quantity","Cereals","t","Balance",2018,567113000
NA,"World",NA,NA,"Export quantity","Cereals","t","Balance",2019,572872000
NA,"World",NA,NA,"Export quantity","Cereals","t","Balance",2020,603431000
NA,"World",NA,NA,"Export quantity","Cereals","t","Balance",2021,630711000
NA,"World",NA,NA,"Export quantity","Cereals","t","Balance",2022,629052000
NA,"World",NA,NA,"Export quantity","Dairy and eggs (excl. butter)","t","Balance",2010,183146000
NA,"World",NA,NA,"Export quantity","Dairy and eggs (excl. butter)","t","Balance",2011,188566000
NA,"World",NA,NA,"Export quantity","Dairy and eggs (excl. butter)","t","Balance",2012,208988000
NA,"World",NA,NA,"Export quantity","Dairy and eggs (excl. butter)","t","Balance",2013,214228000
NA,"World",NA,NA,"Export quantity","Dairy and eggs (excl. butter)","t","Balance",2014,206698000
NA,"World",NA,NA,"Export quantity","Dairy and eggs (excl. butter)","t","Balance",2015,213372000
NA,"World",NA,NA,"Export quantity","Dairy and eggs (excl. butter)","t","Balance",2016,216564000
NA,"World",NA,NA,"Export quantity","Dairy and eggs (excl. butter)","t","Balance",2017,223950000
NA,"World",NA,NA,"Export quantity","Dairy and eggs (excl. butter)","t","Balance",2018,221960000
NA,"World",NA,NA,"Export quantity","Dairy and eggs (excl. butter)","t","Balance",2019,215342000
NA,"World",NA,NA,"Export quantity","Dairy and eggs (excl. butter)","t","Balance",2020,214868000
NA,"World",NA,NA,"Export quantity","Dairy and eggs (excl. butter)","t","Balance",2021,222870000
NA,"World",NA,NA,"Export quantity","Dairy and eggs (excl. butter)","t","Balance",2022,223508000
NA,"World",NA,NA,"Export quantity","Fats and oils","t","Balance",2010,217317920
NA,"World",NA,NA,"Export quantity","Fats and oils","t","Balance",2011,219318470
NA,"World",NA,NA,"Export quantity","Fats and oils","t","Balance",2012,235384550
NA,"World",NA,NA,"Export quantity","Fats and oils","t","Balance",2013,250507230
NA,"World",NA,NA,"Export quantity","Fats and oils","t","Balance",2014,267439180
NA,"World",NA,NA,"Export quantity","Fats and oils","t","Balance",2015,283982200
NA,"World",NA,NA,"Export quantity","Fats and oils","t","Balance",2016,289604220
NA,"World",NA,NA,"Export quantity","Fats and oils","t","Balance",2017,316736040
NA,"World",NA,NA,"Export quantity","Fats and oils","t","Balance",2018,319641750
NA,"World",NA,NA,"Export quantity","Fats and oils","t","Balance",2019,328508410
NA,"World",NA,NA,"Export quantity","Fats and oils","t","Balance",2020,352694430
NA,"World",NA,NA,"Export quantity","Fats and oils","t","Balance",2021,334936650
