"ISO3","Area","UN Region","EBRD Region","Item","Element","Unit","Year","value"
"MKD","North Macedonia","Southern Europe","South-eastern Europe","Gross Domestic Product","Value Standard Local Currency","million SLC",1992,13942.53878
"MKD","North Macedonia","Southern Europe","South-eastern Europe","Gross Domestic Product","Value Standard Local Currency","million SLC",1993,68929.838295
"MKD","North Macedonia","Southern Europe","South-eastern Europe","Gross Domestic Product","Value Standard Local Currency","million SLC",1994,154000.137659
"MKD","North Macedonia","Southern Europe","South-eastern Europe","Gross Domestic Product","Value Standard Local Currency","million SLC",1995,178310.557713
"MKD","North Macedonia","Southern Europe","South-eastern Europe","Gross Domestic Product","Value Standard Local Currency","million SLC",1996,185592.209851
"MKD","North Macedonia","Southern Europe","South-eastern Europe","Gross Domestic Product","Value Standard Local Currency","million SLC",1997,195663.642994
"MKD","North Macedonia","Southern Europe","South-eastern Europe","Gross Domestic Product","Value Standard Local Currency","million SLC",1998,205088.248846
"MKD","North Macedonia","Southern Europe","South-eastern Europe","Gross Domestic Product","Value Standard Local Currency","million SLC",1999,219846.381527
"MKD","North Macedonia","Southern Europe","South-eastern Europe","Gross Domestic Product","Value Standard Local Currency","million SLC",2000,248646.1607
"MKD","North Macedonia","Southern Europe","South-eastern Europe","Gross Domestic Product","Value Standard Local Currency","million SLC",2001,252393.746209
"MKD","North Macedonia","Southern Europe","South-eastern Europe","Gross Domestic Product","Value Standard Local Currency","million SLC",2002,258579.978319
"MKD","North Macedonia","Southern Europe","South-eastern Europe","Gross Domestic Product","Value Standard Local Currency","million SLC",2003,268693.593145
"MKD","North Macedonia","Southern Europe","South-eastern Europe","Gross Domestic Product","Value Standard Local Currency","million SLC",2004,280786.092632
"MKD","North Macedonia","Southern Europe","South-eastern Europe","Gross Domestic Product","Value Standard Local Currency","million SLC",2005,308447.43827
"MKD","North Macedonia","Southern Europe","South-eastern Europe","Gross Domestic Product","Value Standard Local Currency","million SLC",2006,334839.69209
"MKD","North Macedonia","Southern Europe","South-eastern Europe","Gross Domestic Product","Value Standard Local Currency","million SLC",2007,372889.429025
"MKD","North Macedonia","Southern Europe","South-eastern Europe","Gross Domestic Product","Value Standard Local Currency","million SLC",2008,414889.737834
"MKD","North Macedonia","Southern Europe","South-eastern Europe","Gross Domestic Product","Value Standard Local Currency","million SLC",2009,414621.727764
"MKD","North Macedonia","Southern Europe","South-eastern Europe","Gross Domestic Product","Value Standard Local Currency","million SLC",2010,437295.522221
"MKD","North Macedonia","Southern Europe","South-eastern Europe","Gross Domestic Product","Value Standard Local Currency","million SLC",2011,464186.13423
