"ISO3","Area","UN Region","EBRD Region","Element","Item","Unit","Group","sector","agrifood","Year","value"
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1992,6.12
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1993,6.08
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1994,6.1
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1995,6.09
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1996,6.17
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1997,6.01
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1998,5.89
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1999,5.78
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2000,5.51
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2001,5.75
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2002,4.1
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2003,3.75
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2004,4
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2005,3.75
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2006,3.65
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2007,3.37
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2008,3.36
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2009,3.29
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2010,3.24
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2011,3.14
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2012,3.25
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2013,3.03
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2014,3.18
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2015,3.06
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2016,3.02
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2017,2.97
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2018,2.81
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2019,2.88
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2020,2.84
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2021,2.8
"SUR","Suriname","South America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2022,2.81
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1992,13.49
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1993,14.97
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1994,16.08
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1995,16.4
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1996,17.45
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1997,17.32
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1998,19.94
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1999,19.41
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2000,20.08
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2001,19.53
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2002,17.24
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2003,14.77
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2004,15.24
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2005,13.94
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2006,12.82
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2007,11.2
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2008,11.29
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2009,9.68
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2010,9.38
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2011,9.33
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2012,9.7
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2013,8.44
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2014,8.68
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2015,8.74
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2016,8.56
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2017,8.22
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2018,8.31
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2019,8.89
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2020,9.81
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2021,9.55
"SUR","Suriname","South America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2022,9.64
"SUR","Suriname","South America",NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",1992,28.86
"SUR","Suriname","South America",NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",1993,28.86
"SUR","Suriname","South America",NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",1994,29.25
"SUR","Suriname","South America",NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",1995,29.75
"SUR","Suriname","South America",NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",1996,30.79
"SUR","Suriname","South America",NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",1997,30.95
"SUR","Suriname","South America",NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",1998,30.92
"SUR","Suriname","South America",NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",1999,30.91
"SUR","Suriname","South America",NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",2000,30
"SUR","Suriname","South America",NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",2001,32.6
"SUR","Suriname","South America",NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",2002,27.47
"SUR","Suriname","South America",NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",2003,23.47
"SUR","Suriname","South America",NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",2004,26.32
"SUR","Suriname","South America",NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",2005,26.59
"SUR","Suriname","South America",NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",2006,26.19
"SUR","Suriname","South America",NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",2007,25.4
"SUR","Suriname","South America",NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",2008,25.31
"SUR","Suriname","South America",NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",2009,22.1
"SUR","Suriname","South America",NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",2010,22.62
"SUR","Suriname","South America",NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",2011,21.68
"SUR","Suriname","South America",NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",2012,24.8
"SUR","Suriname","South America",NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",2013,20.51
