"ISO3","Area","UN Region","EBRD Region","Element","Item","Unit","Group","sector","agrifood","Year","value"
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1992,1.26
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1993,1.24
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1994,1.22
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1995,1.22
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1996,1.14
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1997,1.08
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1998,1.05
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1999,1.13
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2000,1.11
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2001,1.29
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2002,1.3
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2003,1.28
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2004,1.2
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2005,1.14
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2006,1.23
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2007,1.19
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2008,1.09
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2009,1.14
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2010,1.17
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2011,1.12
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2012,1.18
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2013,1.12
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2014,1.09
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2015,1.12
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2016,1.06
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2017,1.06
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2018,1.07
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2019,1.05
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2020,1.01
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2021,0.96
"GNB","Guinea-Bissau","Western Africa",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2022,0.98
