"ISO3","Area","UN Region","EBRD Region","Element","Item","Unit","Group","sector","agrifood","Year","value"
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1992,17.84
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1993,17.5
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1994,17.14
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1995,17.37
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1996,17.53
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1997,17.74
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1998,17.82
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1999,17.83
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2000,17.81
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2001,16.58
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2002,15.37
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2003,15.28
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2004,14.97
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2005,15.34
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2006,15.8
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2007,16.44
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2008,16.33
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2009,16.21
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2010,14.67
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2011,15.23
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2012,15.63
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2013,15.76
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2014,16.41
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2015,16.77
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2016,16.87
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2017,16.98
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2018,16.58
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2019,16.75
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2020,16.12
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2021,16.02
"MNG","Mongolia","Eastern Asia","Central Asia","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2022,16.43
