"ISO3","Area","UN Region","EBRD Region","Element","Item","Unit","Group","sector","agrifood","Year","value"
"CAN","Canada","Northern America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1992,3.63
"CAN","Canada","Northern America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1993,3.61
"CAN","Canada","Northern America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1994,3.58
"CAN","Canada","Northern America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1995,3.67
"CAN","Canada","Northern America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1996,3.73
"CAN","Canada","Northern America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1997,3.69
"CAN","Canada","Northern America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1998,3.73
"CAN","Canada","Northern America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1999,3.67
"CAN","Canada","Northern America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2000,3.61
"CAN","Canada","Northern America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2001,3.55
"CAN","Canada","Northern America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2002,3.52
"CAN","Canada","Northern America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2003,3.51
"CAN","Canada","Northern America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2004,3.54
"CAN","Canada","Northern America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2005,3.59
"CAN","Canada","Northern America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2006,3.47
"CAN","Canada","Northern America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2007,3.52
"CAN","Canada","Northern America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2008,3.44
"CAN","Canada","Northern America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2009,3.26
"CAN","Canada","Northern America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2010,3.32
"CAN","Canada","Northern America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2011,3.37
"CAN","Canada","Northern America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2012,3.38
