"ISO3","Area","UN Region","EBRD Region","Element","Item","Unit","Group","sector","agrifood","Year","value"
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1992,1.06
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1993,0.94
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1994,0.97
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1995,0.95
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1996,0.89
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1997,0.88
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1998,0.84
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1999,0.75
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2000,0.78
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2001,0.76
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2002,0.76
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2003,0.89
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2004,0.84
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2005,0.88
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2006,0.85
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2007,0.84
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2008,0.83
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2009,0.84
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2010,0.83
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2011,0.85
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2012,0.82
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2013,0.82
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2014,0.81
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2015,0.79
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2016,0.79
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2017,0.77
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2018,0.78
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2019,0.77
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2020,0.79
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2021,0.74
"HND","Honduras","Central America",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2022,0.73
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1992,3.32
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1993,2.95
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1994,2.88
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1995,2.9
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1996,2.51
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1997,2.57
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1998,2.52
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1999,2.68
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2000,2.67
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2001,2.59
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2002,2.5
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2003,2.7
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2004,2.48
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2005,2.53
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2006,2.49
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2007,2.35
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2008,2.32
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2009,2.47
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2010,2.52
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2011,2.47
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2012,2.28
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2013,2.46
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2014,2.63
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2015,2.42
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2016,2.31
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2017,2.13
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2018,2.16
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2019,2.17
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2020,2.47
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2021,2.31
"HND","Honduras","Central America",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2022,2.35
