"ISO3","Area","UN Region","EBRD Region","Element","Item","Unit","Group","sector","agrifood","Year","value"
"LTU","Lithuania","Northern Europe","Central Europe and the Baltic States","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1992,5.59
"LTU","Lithuania","Northern Europe","Central Europe and the Baltic States","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1993,5.07
"LTU","Lithuania","Northern Europe","Central Europe and the Baltic States","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1994,4.8
"LTU","Lithuania","Northern Europe","Central Europe and the Baltic States","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1995,4.63
"LTU","Lithuania","Northern Europe","Central Europe and the Baltic States","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1996,4.67
"LTU","Lithuania","Northern Europe","Central Europe and the Baltic States","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1997,4.66
"LTU","Lithuania","Northern Europe","Central Europe and the Baltic States","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1998,4.65
"LTU","Lithuania","Northern Europe","Central Europe and the Baltic States","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1999,4.56
"LTU","Lithuania","Northern Europe","Central Europe and the Baltic States","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2000,4.53
"LTU","Lithuania","Northern Europe","Central Europe and the Baltic States","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2001,4.45
"LTU","Lithuania","Northern Europe","Central Europe and the Baltic States","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2002,4.54
"LTU","Lithuania","Northern Europe","Central Europe and the Baltic States","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2003,4.62
"LTU","Lithuania","Northern Europe","Central Europe and the Baltic States","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2004,4.7
"LTU","Lithuania","Northern Europe","Central Europe and the Baltic States","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2005,4.76
"LTU","Lithuania","Northern Europe","Central Europe and the Baltic States","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2006,4.82
"LTU","Lithuania","Northern Europe","Central Europe and the Baltic States","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2007,4.95
"LTU","Lithuania","Northern Europe","Central Europe and the Baltic States","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2008,4.94
"LTU","Lithuania","Northern Europe","Central Europe and the Baltic States","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2009,4.99
