"ISO3","Area","UN Region","EBRD Region","Element","Item","Unit","Group","sector","agrifood","Year","value"
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1992,2.66
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1993,2.45
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1994,2.32
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1995,2.2
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1996,1.95
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1997,1.82
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1998,1.67
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1999,1.56
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2000,1.49
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2001,1.39
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2002,1.44
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2003,1.41
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2004,1.33
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2005,1.29
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2006,1.28
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2007,1.27
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2008,1.29
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2009,1.23
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2010,1.24
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2011,1.28
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2012,1.27
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2013,1.33
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2014,1.29
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2015,1.24
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2016,1.28
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2017,1.26
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2018,1.34
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2019,1.35
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2020,1.28
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2021,1.31
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2022,1.29
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1994,3.44
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1995,3.32
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1996,3.24
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1997,2.98
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1998,3.09
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1999,3.02
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2000,2.61
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2001,2.25
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2002,2.25
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2003,2.26
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2004,1.92
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2005,1.85
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2006,1.81
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2007,1.93
"UKR","Ukraine","Eastern Europe","Eastern Europe and the Caucasus","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2008,1.57
