"ISO3","Area","UN Region","EBRD Region","Element","Item","Unit","Group","sector","agrifood","Year","value"
"MMR","Myanmar","South-eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1992,1.54
"MMR","Myanmar","South-eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1993,1.58
"MMR","Myanmar","South-eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1994,1.6
"MMR","Myanmar","South-eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1995,1.63
"MMR","Myanmar","South-eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1996,1.59
"MMR","Myanmar","South-eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1997,1.54
"MMR","Myanmar","South-eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1998,1.55
"MMR","Myanmar","South-eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1999,1.62
"MMR","Myanmar","South-eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2000,1.63
"MMR","Myanmar","South-eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2001,1.63
"MMR","Myanmar","South-eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2002,1.62
"MMR","Myanmar","South-eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2003,1.64
"MMR","Myanmar","South-eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2004,1.68
"MMR","Myanmar","South-eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2005,1.72
"MMR","Myanmar","South-eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2006,1.8
"MMR","Myanmar","South-eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2007,1.82
"MMR","Myanmar","South-eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2008,1.83
"MMR","Myanmar","South-eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2009,1.85
"MMR","Myanmar","South-eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2010,1.87
"MMR","Myanmar","South-eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2011,1.82
"MMR","Myanmar","South-eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2012,1.81
"MMR","Myanmar","South-eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2013,1.83
"MMR","Myanmar","South-eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2014,1.85
"MMR","Myanmar","South-eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2015,1.87
"MMR","Myanmar","South-eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2016,1.89
"MMR","Myanmar","South-eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2017,1.95
"MMR","Myanmar","South-eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2018,1.53
