"ISO3","Area","UN Region","EBRD Region","Element","Item","Unit","Group","sector","agrifood","Year","value"
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1992,2.45
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1993,2.27
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1994,2.16
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1995,2.01
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1996,1.85
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1997,1.68
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1998,1.57
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1999,1.48
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2000,1.45
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2001,1.45
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2002,1.4
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2003,1.42
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2004,1.32
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2005,1.31
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2006,1.29
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2007,1.31
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2008,1.36
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2009,1.28
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2010,1.27
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2011,1.34
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2012,1.31
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2013,1.25
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2014,1.29
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2015,1.24
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2016,1.24
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2017,1.24
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2018,1.26
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2019,1.27
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2020,1.28
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2021,1.29
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2022,1.28
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1992,3.96
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1993,3.87
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1994,4.2
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1995,4.2
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1996,3.98
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1997,3.55
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1998,4
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",1999,3.76
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2000,3.46
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2001,3.22
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2002,3.03
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2003,3.16
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2004,2.83
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2005,2.79
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2006,2.7
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2007,2.68
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2008,2.49
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2009,2.38
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2010,2.76
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2011,2.36
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2012,2.5
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2013,2.18
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2014,2.14
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2015,2.02
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2016,1.97
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2017,1.89
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2018,1.97
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2019,1.88
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2020,1.87
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2021,1.88
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2022,1.65
"RUS","Russian Federation","Eastern Europe",NA,"Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",1992,1.65
