"ISO3","Area","UN Region","EBRD Region","Element","Item","Unit","Group","sector","agrifood","Year","value"
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1992,0.49
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1993,0.47
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1994,0.37
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1995,0.3
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1996,0.26
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1997,0.27
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1998,0.28
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1999,0.28
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2000,0.28
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2001,0.3
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2002,0.27
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2003,0.27
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2004,0.28
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2005,0.28
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2006,0.28
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2007,0.27
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2008,0.27
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2009,0.27
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2010,0.28
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2011,0.28
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2012,0.27
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2013,0.27
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2014,0.26
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2015,0.24
"PRK","Democratic People's Republic of Korea","Eastern Asia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2016,0.25
