"ISO3","Area","UN Region","EBRD Region","Element","Item","Unit","Group","sector","agrifood","Year","value"
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2006,1.06
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2007,1.14
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2008,1.01
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2009,1.08
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2010,0.98
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2011,0.99
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2012,1.07
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2013,1.07
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2014,0.99
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2015,0.97
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2016,1.01
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2017,0.98
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2018,0.9
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2019,0.92
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2020,1.01
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2021,0.86
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2022,0.95
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2006,1.29
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2007,1.49
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2008,1.19
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2009,1.24
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2010,1.15
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2011,1.14
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2012,1.51
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2013,1.25
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2014,1.17
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2015,1.18
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2016,1.08
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2017,1.24
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2018,0.96
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2019,0.97
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2020,1.03
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2021,0.93
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per value of agricultural production","Farm gate","kg/Int$","Agrifood systems","no","yes",2022,1.07
"SRB","Serbia","Southern Europe","South-eastern Europe","Emissions per area of agricultural land","Farm gate","t/ha","Agrifood systems","no","yes",2006,2.34
