"ISO3","Area","UN Region","EBRD Region","Element","Item","Unit","Group","sector","agrifood","Year","value"
"COK","Cook Islands","Polynesia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1992,0.87
"COK","Cook Islands","Polynesia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1993,1.12
"COK","Cook Islands","Polynesia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1994,1.18
"COK","Cook Islands","Polynesia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1995,1.27
"COK","Cook Islands","Polynesia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1996,1.45
"COK","Cook Islands","Polynesia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1997,1.57
"COK","Cook Islands","Polynesia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1998,1.89
"COK","Cook Islands","Polynesia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",1999,1.52
"COK","Cook Islands","Polynesia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2000,1.44
"COK","Cook Islands","Polynesia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2001,1.29
"COK","Cook Islands","Polynesia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2002,1.22
"COK","Cook Islands","Polynesia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2003,1.32
"COK","Cook Islands","Polynesia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2004,1.38
"COK","Cook Islands","Polynesia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2005,1.39
"COK","Cook Islands","Polynesia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2006,1.41
"COK","Cook Islands","Polynesia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2007,1.43
"COK","Cook Islands","Polynesia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2008,1.37
"COK","Cook Islands","Polynesia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2009,1.27
"COK","Cook Islands","Polynesia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2010,1.29
"COK","Cook Islands","Polynesia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2011,1.26
"COK","Cook Islands","Polynesia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2012,1.26
"COK","Cook Islands","Polynesia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2013,1.26
"COK","Cook Islands","Polynesia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2014,1.26
"COK","Cook Islands","Polynesia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2015,1.27
"COK","Cook Islands","Polynesia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2016,1.24
"COK","Cook Islands","Polynesia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2017,1.23
"COK","Cook Islands","Polynesia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2018,1.25
"COK","Cook Islands","Polynesia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2019,1.21
"COK","Cook Islands","Polynesia",NA,"Emissions per capita","Farm gate","t/cap","Agrifood systems","no","yes",2020,1.09
