"ISO3","Area","ISOP","Partner","cpc_name1","Item","Element","Unit","Year","value"
"ROU","Romania","ALB","Albania","Cereals","Quinoa","Export value","1000 USD",2018,5
"ROU","Romania","ALB","Albania","Cereals","Wheat","Export value","1000 USD",1996,16788
"ROU","Romania","ALB","Albania","Edible roots and tubers with high starch or inulin content","Sweet potatoes","Export value","1000 USD",1994,2
"ROU","Romania","ALB","Albania","Eggs of hens or other birds in shell, fresh","Eggs from other birds in shell, fresh, n.e.c.","Export value","1000 USD",2016,62
"ROU","Romania","ALB","Albania","Eggs of hens or other birds in shell, fresh","Hen eggs in shell, fresh","Export value","1000 USD",1993,210
"ROU","Romania","ALB","Albania","Eggs of hens or other birds in shell, fresh","Hen eggs in shell, fresh","Export value","1000 USD",1996,25
"ROU","Romania","ALB","Albania","Fruits and nuts","Figs","Import value","1000 USD",1992,87
"ROU","Romania","ALB","Albania","Fruits and nuts","Strawberries","Export value","1000 USD",2020,26
"ROU","Romania","ALB","Albania","Fruits and nuts","Walnuts, in shell","Export value","1000 USD",2024,75
"ROU","Romania","ALB","Albania","Live animals","Cattle","Export value","1000 USD",2024,14678
"ROU","Romania","ALB","Albania","Live animals","Chickens","Export value","1000 USD",2007,28
"ROU","Romania","ALB","Albania","Live animals","Chickens","Export value","1000 USD",2008,291
"ROU","Romania","ALB","Albania","Live animals","Chickens","Export value","1000 USD",2009,188
"ROU","Romania","ALB","Albania","Live animals","Chickens","Export value","1000 USD",2010,280
"ROU","Romania","ALB","Albania","Live animals","Goats","Export value","1000 USD",2018,3
"ROU","Romania","ALB","Albania","Live animals","Goats","Export value","1000 USD",2019,10
"ROU","Romania","ALB","Albania","Live animals","Goats","Export value","1000 USD",2022,18
"ROU","Romania","ALB","Albania","Live animals","Goats","Export value","1000 USD",2023,32
"ROU","Romania","ALB","Albania","Live animals","Sheep","Import value","1000 USD",2024,48
"ROU","Romania","ALB","Albania","Live animals","Swine / pigs","Export value","1000 USD",2016,1592
"ROU","Romania","ALB","Albania","Live animals","Swine / pigs","Export value","1000 USD",2017,438
"ROU","Romania","ALB","Albania","Other groups","Dairy products and egg products","Export value","1000 USD",1995,251
"ROU","Romania","ALB","Albania","Other groups","Grain mill products, starches and starch products; other food products","Export value","1000 USD",1996,1186
"ROU","Romania","ALB","Albania","Other groups","Tobacco products","Export value","1000 USD",2004,251
"ROU","Romania","ALB","Albania","Pulses (dried leguminous vegetables)","Beans, dry","Export value","1000 USD",1996,173
"ROU","Romania","ALB","Albania","Raw milk","Raw milk of cattle","Export value","1000 USD",1999,4
"ROU","Romania","ALB","Albania","Stimulant, spice and aromatic crops","Chicory roots","Import value","1000 USD",2012,1
"ROU","Romania","ALB","Albania","Stimulant, spice and aromatic crops","Chicory roots","Import value","1000 USD",2014,1
"ROU","Romania","ALB","Albania","Stimulant, spice and aromatic crops","Cloves (whole stems), raw","Export value","1000 USD",2017,2
"ROU","Romania","ALB","Albania","Stimulant, spice and aromatic crops","Other stimulant, spice and aromatic crops, n.e.c.","Import value","1000 USD",1994,43
"ROU","Romania","ALB","Albania","Vegetables","Cabbages","Import value","1000 USD",2022,923
"ROU","Romania","ALB","Albania","Vegetables","Cabbages","Import value","1000 USD",2024,1117
"ROU","Romania","ALB","Albania","Vegetables","Cantaloupes and other melons","Import value","1000 USD",2018,280
"ROU","Romania","ALB","Albania","Vegetables","Cucumbers and gherkins","Import value","1000 USD",2017,1151
"ROU","Romania","ALB","Albania","Vegetables","Cucumbers and gherkins","Import value","1000 USD",2018,1319
"ROU","Romania","ALB","Albania","Vegetables","Onions and shallots, dry (excluding dehydrated)","Export value","1000 USD",2023,15
"ROU","Romania","ALB","Albania","Vegetables","Other beans, green","Import value","1000 USD",2021,172
"ROU","Romania","ALB","Albania","Vegetables","Pumpkins, squash and gourds","Import value","1000 USD",2017,421
"ROU","Romania","DZA","Algeria","Cereals","Barley","Export value","1000 USD",1998,1672
"ROU","Romania","DZA","Algeria","Cereals","Barley","Export value","1000 USD",1999,928
"ROU","Romania","DZA","Algeria","Cereals","Barley","Export value","1000 USD",2000,1239
"ROU","Romania","DZA","Algeria","Cereals","Barley","Export value","1000 USD",2014,19817
"ROU","Romania","DZA","Algeria","Cereals","Barley","Export value","1000 USD",2024,42412
"ROU","Romania","DZA","Algeria","Cereals","Maize (corn)","Export value","1000 USD",1999,1658
"ROU","Romania","DZA","Algeria","Cereals","Maize (corn)","Export value","1000 USD",2000,908
"ROU","Romania","DZA","Algeria","Cereals","Maize (corn)","Export value","1000 USD",2001,898
"ROU","Romania","DZA","Algeria","Cereals","Maize (corn)","Export value","1000 USD",2002,2217
"ROU","Romania","DZA","Algeria","Cereals","Wheat","Export value","1000 USD",1995,11878
"ROU","Romania","DZA","Algeria","Cereals","Wheat","Export value","1000 USD",2002,1277
"ROU","Romania","DZA","Algeria","Cereals","Wheat","Export value","1000 USD",2007,9946
"ROU","Romania","DZA","Algeria","Cereals","Wheat","Export value","1000 USD",2022,322122
"ROU","Romania","DZA","Algeria","Cereals","Wheat","Export value","1000 USD",2023,324636
"ROU","Romania","DZA","Algeria","Cereals","Wheat","Export value","1000 USD",2024,164695
"ROU","Romania","DZA","Algeria","Edible roots and tubers with high starch or inulin content","Potatoes","Export value","1000 USD",1995,744
"ROU","Romania","DZA","Algeria","Eggs of hens or other birds in shell, fresh","Hen eggs in shell, fresh","Export value","1000 USD",1994,163
"ROU","Romania","DZA","Algeria","Forage, fibers, and other crops (CPC code 019)","Vegetable products, fresh or dry n.e.c.","Import value","1000 USD",2013,40
"ROU","Romania","DZA","Algeria","Fruits and nuts","Oranges","Export value","1000 USD",2004,2
"ROU","Romania","DZA","Algeria","Other groups","Meat, fish, fruits, vegetables, oils and fats","Export value","1000 USD",1996,12236
"ROU","Romania","DZA","Algeria","Other groups","Meat, fish, fruits, vegetables, oils and fats","Export value","1000 USD",1998,12395
"ROU","Romania","DZA","Algeria","Stimulant, spice and aromatic crops","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","Export value","1000 USD",2011,202
"ROU","Romania","AGO","Angola","Eggs of hens or other birds in shell, fresh","Hen eggs in shell, fresh","Export value","1000 USD",2011,471
"ROU","Romania","AGO","Angola","Eggs of hens or other birds in shell, fresh","Hen eggs in shell, fresh","Export value","1000 USD",2013,948
"ROU","Romania","AGO","Angola","Other groups","Grain mill products, starches and starch products; other food products","Export value","1000 USD",2003,470
"ROU","Romania","AGO","Angola","Other groups","Grain mill products, starches and starch products; other food products","Export value","1000 USD",2004,867
"ROU","Romania","ATG","Antigua and Barbuda","Eggs of hens or other birds in shell, fresh","Hen eggs in shell, fresh","Export value","1000 USD",2006,3
"ROU","Romania","AZE","Azerbaijan","Forage, fibers, and other crops (CPC code 019)","Cotton lint, ginned","Import value","1000 USD",1993,5514
"ROU","Romania","AZE","Azerbaijan","Forage, fibers, and other crops (CPC code 019)","Vegetable products, fresh or dry n.e.c.","Export value","1000 USD",2016,12
"ROU","Romania","AZE","Azerbaijan","Live animals","Goats","Export value","1000 USD",2014,1262
"ROU","Romania","AZE","Azerbaijan","Live animals","Goats","Export value","1000 USD",2015,889
"ROU","Romania","AZE","Azerbaijan","Other animal products","Hides, wet-salted of cattle","Import value","1000 USD",2001,9
"ROU","Romania","AZE","Azerbaijan","Other groups","Grain mill products, starches and starch products; other food products","Export value","1000 USD",1996,1419
"ROU","Romania","ARG","Argentina","Cereals","Maize (corn)","Import value","1000 USD",2005,854
"ROU","Romania","ARG","Argentina","Cereals","Maize (corn)","Import value","1000 USD",2006,981
"ROU","Romania","ARG","Argentina","Cereals","Mixed grain","Import value","1000 USD",2006,30
"ROU","Romania","ARG","Argentina","Cereals","Sorghum","Import value","1000 USD",2007,1936
"ROU","Romania","ARG","Argentina","Fruits and nuts","Blueberries","Import value","1000 USD",2006,1
"ROU","Romania","ARG","Argentina","Fruits and nuts","Hazelnuts, in shell","Import value","1000 USD",1999,17
"ROU","Romania","ARG","Argentina","Fruits and nuts","Hazelnuts, in shell","Import value","1000 USD",2006,26
"ROU","Romania","ARG","Argentina","Fruits and nuts","Lemons and limes","Import value","1000 USD",2001,329
"ROU","Romania","ARG","Argentina","Fruits and nuts","Lemons and limes","Import value","1000 USD",2002,786
"ROU","Romania","ARG","Argentina","Fruits and nuts","Lemons and limes","Import value","1000 USD",2003,1756
"ROU","Romania","ARG","Argentina","Fruits and nuts","Lemons and limes","Import value","1000 USD",2004,1765
"ROU","Romania","ARG","Argentina","Fruits and nuts","Lemons and limes","Import value","1000 USD",2005,1205
"ROU","Romania","ARG","Argentina","Fruits and nuts","Lemons and limes","Import value","1000 USD",2006,1558
"ROU","Romania","ARG","Argentina","Fruits and nuts","Lemons and limes","Import value","1000 USD",2007,3475
"ROU","Romania","ARG","Argentina","Fruits and nuts","Lemons and limes","Import value","1000 USD",2008,4944
"ROU","Romania","ARG","Argentina","Fruits and nuts","Lemons and limes","Import value","1000 USD",2010,1655
"ROU","Romania","ARG","Argentina","Fruits and nuts","Lemons and limes","Import value","1000 USD",2011,1766
"ROU","Romania","ARG","Argentina","Fruits and nuts","Lemons and limes","Import value","1000 USD",2012,1812
"ROU","Romania","ARG","Argentina","Fruits and nuts","Lemons and limes","Import value","1000 USD",2013,2290
"ROU","Romania","ARG","Argentina","Fruits and nuts","Lemons and limes","Import value","1000 USD",2015,3338
"ROU","Romania","ARG","Argentina","Fruits and nuts","Lemons and limes","Import value","1000 USD",2016,5954
"ROU","Romania","ARG","Argentina","Fruits and nuts","Lemons and limes","Import value","1000 USD",2017,5514
"ROU","Romania","ARG","Argentina","Fruits and nuts","Lemons and limes","Import value","1000 USD",2018,3901
"ROU","Romania","ARG","Argentina","Fruits and nuts","Lemons and limes","Import value","1000 USD",2019,6193
"ROU","Romania","ARG","Argentina","Fruits and nuts","Lemons and limes","Import value","1000 USD",2020,3634
"ROU","Romania","ARG","Argentina","Fruits and nuts","Other citrus fruit, n.e.c.","Import value","1000 USD",2002,1
"ROU","Romania","ARG","Argentina","Fruits and nuts","Pears","Import value","1000 USD",2002,19
"ROU","Romania","ARG","Argentina","Fruits and nuts","Pears","Import value","1000 USD",2003,26
"ROU","Romania","ARG","Argentina","Fruits and nuts","Pears","Import value","1000 USD",2004,41
"ROU","Romania","ARG","Argentina","Fruits and nuts","Pears","Import value","1000 USD",2005,133
"ROU","Romania","ARG","Argentina","Fruits and nuts","Plums and sloes","Import value","1000 USD",2003,1
"ROU","Romania","ARG","Argentina","Fruits and nuts","Pomelos and grapefruits","Import value","1000 USD",2003,392
"ROU","Romania","ARG","Argentina","Fruits and nuts","Pomelos and grapefruits","Import value","1000 USD",2005,412
"ROU","Romania","ARG","Argentina","Fruits and nuts","Walnuts, in shell","Import value","1000 USD",2014,1838
"ROU","Romania","ARG","Argentina","Fruits and nuts","Walnuts, in shell","Import value","1000 USD",2015,258
"ROU","Romania","ARG","Argentina","Live animals","Bees","Import value","1000 USD",2013,3
